"","FID","WNS_MAP_YR","WNS_STATUS","YR_SUSPECT","YR_CONFIRM","SAMPLEDATE","STATEPROV","COUNTYNAME","FIPS","COUNTRY","suspect1","suspect2","confirm1","confirm2","smooth","county","date","year","rownumber","GC","Title","lon","lat","Date","Type","User","Log","title","url","country","numfinds","numpage","wns.map.yr","r.suspect","yr.confirm"
"1468",185,"2014-15","Suspect","2014-15"," "," ","Missouri","Phelps","29161","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Phelps-Missouri",2014-01-01,2014,595," GC1WMDM","Experimental Mine Cache",37.93773,-91.79213,2014-09-06,"Type.found_it","Johnson86","<p>Nice place to place a cache. As soon as I started looking for this one a cop drives by and I have to explain what im up to.  He was cool after that. Tftc</p>","Experimental Mine Cache","https:/www.geocaching.com/geocache/GC1WMDM_experimental-mine-cache","United States",449,18,2014-01-01,2014-01-01,NA
"1469",185,"2014-15","Suspect","2014-15"," "," ","Missouri","Phelps","29161","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Phelps-Missouri",2014-01-01,2014,595," GC1WMDM","Experimental Mine Cache",37.93773,-91.79213,2014-08-23,"Type.found_it","swgoalie11","<p>Lots of cool swag!</p>","Experimental Mine Cache","https:/www.geocaching.com/geocache/GC1WMDM_experimental-mine-cache","United States",449,18,2014-01-01,2014-01-01,NA
"1470",185,"2014-15","Suspect","2014-15"," "," ","Missouri","Phelps","29161","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Phelps-Missouri",2014-01-01,2014,595," GC1WMDM","Experimental Mine Cache",37.93773,-91.79213,2014-08-20,"Type.found_it","ultradi","<p>First to sign new log!  Very pretty cache on a quite side road off of interstate.  Picked up while passing through. Thanks!</p>","Experimental Mine Cache","https:/www.geocaching.com/geocache/GC1WMDM_experimental-mine-cache","United States",449,18,2014-01-01,2014-01-01,NA
"1471",185,"2014-15","Suspect","2014-15"," "," ","Missouri","Phelps","29161","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Phelps-Missouri",2014-01-01,2014,595," GC1WMDM","Experimental Mine Cache",37.93773,-91.79213,2014-08-01,"Type.owner_maintenance","Chungaz","<p>I will replace this one soon.I hate cache thieves.ammo cans are for sale for $5 at surplus stores.</p>","Experimental Mine Cache","https:/www.geocaching.com/geocache/GC1WMDM_experimental-mine-cache","United States",449,18,2014-01-01,2014-01-01,NA
"1472",185,"2014-15","Suspect","2014-15"," "," ","Missouri","Phelps","29161","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Phelps-Missouri",2014-01-01,2014,595," GC1WMDM","Experimental Mine Cache",37.93773,-91.79213,2014-05-24,"Type.didnt_find_it","MachRanger","<p>No luck</p>","Experimental Mine Cache","https:/www.geocaching.com/geocache/GC1WMDM_experimental-mine-cache","United States",449,18,2014-01-01,2014-01-01,NA
"1473",185,"2014-15","Suspect","2014-15"," "," ","Missouri","Phelps","29161","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Phelps-Missouri",2014-01-01,2014,595," GC1WMDM","Experimental Mine Cache",37.93773,-91.79213,2014-05-17,"Type.didnt_find_it","stripling-warrior","<p>It's gonzo</p>","Experimental Mine Cache","https:/www.geocaching.com/geocache/GC1WMDM_experimental-mine-cache","United States",449,18,2014-01-01,2014-01-01,NA
"1474",185,"2014-15","Suspect","2014-15"," "," ","Missouri","Phelps","29161","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Phelps-Missouri",2014-01-01,2014,595," GC1WMDM","Experimental Mine Cache",37.93773,-91.79213,2014-04-19,"Type.didnt_find_it","kristianmatthews","<p>Maybe whoever put out the new flower pots took it. Not much place else an ammo can would be hiding right here. Think it's missing.</p>","Experimental Mine Cache","https:/www.geocaching.com/geocache/GC1WMDM_experimental-mine-cache","United States",449,18,2014-01-01,2014-01-01,NA
"1475",185,"2014-15","Suspect","2014-15"," "," ","Missouri","Phelps","29161","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Phelps-Missouri",2014-01-01,2014,595," GC1WMDM","Experimental Mine Cache",37.93773,-91.79213,2014-03-30,"Type.didnt_find_it","jjlayman77","<p>Found the location but didn't see it. Will try another time later. </p>","Experimental Mine Cache","https:/www.geocaching.com/geocache/GC1WMDM_experimental-mine-cache","United States",449,18,2014-01-01,2014-01-01,NA
"1476",186,"2012-13","Suspect","2012-13"," "," ","Missouri","Ste. Genevieve","29186","United States",1356998400000,4070908800000,-27107481600000,-27107481600000,13,"Ste. Genevieve-Missouri",2012-01-01,2012,596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2012-01-01,2012-01-01,NA
"1477",187,"2014-15","Suspect","2014-15"," "," ","Missouri","St. Francois","29187","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"St. Francois-Missouri",2014-01-01,2014,597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"1478",188,"2014-15","Suspect","2014-15"," "," ","Missouri","Hickory","29085","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Hickory-Missouri",2014-01-01,2014,598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"1479",190,"2013-14","Suspect","2013-14"," "," ","Missouri","Pulaski","29169","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Pulaski-Missouri",2013-01-01,2013,599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"1480",191,"2013-14","Suspect","2013-14"," "," ","Kentucky","Hardin","21093","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Hardin-Kentucky",2013-01-01,2013,600,"GC1JVG5","Cave Spring",37.69472,-85.84698,2013-12-23,"Type.found_it","Ground Fox","<p>We enjoyed our walk along the trail and came upon this old spring house foundation. Thanks for placing this EC here for us to find!</p>","Cave Spring","https://www.geocaching.com/geocache/GC1JVG5_cave-spring","United States",67,3,2013-01-01,2013-01-01,NA
"1481",191,"2013-14","Suspect","2013-14"," "," ","Kentucky","Hardin","21093","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Hardin-Kentucky",2013-01-01,2013,600,"GC1JVG5","Cave Spring",37.69472,-85.84698,2013-07-22,"Type.found_it","cruisingroove","<p>What an awesome location. It was quite cool here, about a 10 degree difference compared to the humid temperature of the day. My dog thought the water to be quite refreshing. TFTC.</p>","Cave Spring","https://www.geocaching.com/geocache/GC1JVG5_cave-spring","United States",67,3,2013-01-01,2013-01-01,NA
"1482",191,"2013-14","Suspect","2013-14"," "," ","Kentucky","Hardin","21093","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Hardin-Kentucky",2013-01-01,2013,600,"GC1JVG5","Cave Spring",37.69472,-85.84698,2013-02-24,"Type.found_it","Southpaw","<p>Team BAM out on a wonderful day visiting the sites and finding great hides along our journey. Thanks for setting up this earthcache.</p>","Cave Spring","https://www.geocaching.com/geocache/GC1JVG5_cave-spring","United States",67,3,2013-01-01,2013-01-01,NA
"1483",191,"2013-14","Suspect","2013-14"," "," ","Kentucky","Hardin","21093","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Hardin-Kentucky",2013-01-01,2013,600,"GC1JVG5","Cave Spring",37.69472,-85.84698,2013-02-24,"Type.found_it","6Lindseys","<p>Southpaw &amp; I (Team BAM) had a great time caching in E-town!  Thank you for taking the time and effort to place this Earthcache and for adding to our fun!!  Cool place to visit!</p>","Cave Spring","https://www.geocaching.com/geocache/GC1JVG5_cave-spring","United States",67,3,2013-01-01,2013-01-01,NA
"1484",192,"2010-11","Suspect","2010-11"," "," ","Virginia","Alleghany","51005","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Alleghany-Virginia",2010-01-01,2010,601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,2010-01-01,NA
"1485",194,"2013-14","Suspect","2013-14"," "," ","Kentucky","Daviess","21059","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Daviess-Kentucky",2013-01-01,2013,602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"1486",196,"2011-12","Suspect","2011-12"," "," ","Missouri","Perry","29157","United States",1.325376e+12,4070908800000,-27107481600000,-27107481600000,12,"Perry-Missouri",2011-01-01,2011,603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2011-01-01,2011-01-01,NA
"1487",198,"2015-16","Suspect","2015-16"," "," ","Missouri","Cedar","29039","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Cedar-Missouri",2015-01-01,2015,604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"1488",199,"2013-14","Suspect","2013-14"," "," ","Missouri","Laclede","29105","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Laclede-Missouri",2013-01-01,2013,605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"1489",200,"2013-14","Suspect","2013-14"," "," ","Kentucky","Estill","21065","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Estill-Kentucky",2013-01-01,2013,606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"1490",202,"2010-11","Suspect","2010-11"," "," ","Virginia","Botetourt","51023","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Botetourt-Virginia",2010-01-01,2010,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,2010-01-01,NA
"1491",203,"2013-14","Suspect","2013-14"," "," ","Missouri","Dent","29065","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Dent-Missouri",2013-01-01,2013,608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"1492",206,"2013-14","Suspect","2013-14"," "," ","Kentucky","Lee","21129","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Lee-Kentucky",2013-01-01,2013,609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"1493",210,"2014-15","Suspect","2014-15"," "," ","Missouri","Texas","29215","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Texas-Missouri",2014-01-01,2014,610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"1494",214,"2015-16","Suspect","2015-16"," "," ","Missouri","Dade","29057","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Dade-Missouri",2015-01-01,2015,611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"1495",216,"2009-10","Suspect","2009-10"," "," ","Virginia","Chesterfield","51041","United States",1.262304e+12,4070908800000,-27107481600000,-27107481600000,10,"Chesterfield-Virginia",2009-01-01,2009,612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,2009-01-01,NA
"1496",218,"2014-15","Suspect","2014-15"," "," ","Missouri","Wright","29229","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Wright-Missouri",2014-01-01,2014,613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"1497",221,"2013-14","Suspect","2013-14"," "," ","Missouri","Greene","29077","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Greene-Missouri",2013-01-01,2013,614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"1498",222,"2009-10","Suspect","2009-10"," "," ","Missouri","Shannon","29203","United States",1.262304e+12,4070908800000,-27107481600000,-27107481600000,10,"Shannon-Missouri",2009-01-01,2009,615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009-01-01,2009-01-01,NA
"1499",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-12-31,"Type.found_it","sisterone","<p>Nice day for geocaching.  My husband and I enjoyed seeing parts of the area we didn't know about.  TFTC.</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1500",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-09-09,"Type.found_it","velocicacher","<p>Thanks for the geocache. That better hurrrrt!</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1501",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-09-04,"Type.found_it","kimisu","<p>we did all that was required! tfth!!</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1502",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-09-04,"Type.found_it","ohmom50","<p>this was interesting information wish we could have gotten closer</p>
<p>This entry was edited by ohmom50 on Monday, 06 September 2010 at 14:37:03.</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1503",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-08-21,"Type.found_it","barefootfamily","<p>We were in Roanoke visiting friends and taking my daughter to Liberty University for her freshman year. This was our last morning in Roanoke before flying home, so I decided to grab a few last caches.  Thanks for letting me know how Cave Spring got its name.  We lived in Roanoke for 14 years and I never knew any of this.  What a great earthcache.  Thank you.  Emailed answers.</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1504",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-08-08,"Type.found_it","SportsPhotoGuy","<p>Well, this was sure a challenge...from the police officer stopping to ask if I was all right, to the muggles at this high-traffic area gawking at the idiot crouching in front of an ivy-covered fence trying to take a photo of himself with the cave spring visible through a tiny little gap in the vegetation...but I got 'er done.  Answers and photo will have to wait until the morning, though, as I left my camera in the car.  Always wondered where Cave Spring got its name from, now I know.  TFTC!<br />
SportsPhotoGuy</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1505",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-07-17,"Type.found_it","kuykenew","<p>I'll have to come back in the winter, it would be nice to actually be able to see the spring.  Here comes the picture (you have been warned!!)</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1506",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-07-01,"Type.found_it","jt21452","<p>This was our first geocache find!</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1507",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-06-25,"Type.found_it","whitedbc","<p>You have to work a little to get a view of the cave in summer by pushing through a bit of thick grass and ivy.  Definitely interesting and worth the trip if you like geography.  </p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1508",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-05-15,"Type.found_it","4cacheters","<p>Visited this cache as our first earth cache after visiting the Amazing County Treasure Hunt today GC250WH. </p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1509",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-05-09,"Type.found_it","fivebowmans","<p>A nice introduction to a historical site in our area. Thanks!</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1510",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-05-04,"Type.found_it","becka3315","<p>What a great way to learn about my own neighborhood - thanks!</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1511",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-05-02,"Type.found_it","rover-r-us","<p>pass back the cave all the time as i have live here all my life.<br />
thanks for posting this!</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1512",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-04-25,"Type.found_it","GeauxCache","<p>Late entry - new to the website - TFTC</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1513",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-04-25,"Type.found_it","vt87","<p>Found this - well, have seen it many times but took the time to learn a bit more about it.  Plans are to widen the road that goes by so who knows what that means to this landmark....</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1514",223,"2010-11","Suspect","2010-11"," "," ","Virginia","Roanoke","51161","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Roanoke-Virginia",2010-01-01,2010,616,"GC273MR","Cave Spring Rocks!",37.22758,-80.01305,2010-04-24,"Type.publish_listing","geoawareCA","<p>Published</p>","Cave Spring Rocks!","https://www.geocaching.com/geocache/GC273MR_cave-spring-rocks","United States",106,5,2010-01-01,2010-01-01,NA
"1515",224,"2010-11","Suspect","2010-11"," "," ","Virginia","Montgomery","51121","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Montgomery-Virginia",2010-01-01,2010,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,2010-01-01,NA
"1516",231,"2010-11","Suspect","2010-11"," "," ","Virginia","Pulaski","51155","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Pulaski-Virginia",2010-01-01,2010,618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,2010-01-01,NA
"1517",236,"2010-11","Suspect","2010-11"," "," ","Virginia","Russell","51167","United States",1.29384e+12,4070908800000,-27107481600000,-27107481600000,11,"Russell-Virginia",2010-01-01,2010,619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010-01-01,2010-01-01,NA
"1518",237,"2013-14","Suspect","2013-14"," "," ","Missouri","Carter","29035","United States",1388534400000,4070908800000,-27107481600000,-27107481600000,14,"Carter-Missouri",2013-01-01,2013,620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2013-01-01,2013-01-01,NA
"1519",238,"2015-16","Suspect","2015-16"," "," ","Missouri","Christian","29043","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Christian-Missouri",2015-01-01,2015,621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"1520",239,"2016-17","Suspect","2016-17"," ","01/12/2017","Missouri","Douglas","29067","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Douglas-Missouri",2016-01-01,2016,622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"1521",240,"2015-16","Suspect","2015-16"," "," ","Missouri","Howell","29091","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Howell-Missouri",2015-01-01,2015,623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"1522",244,"2014-15","Suspect","2014-15"," "," ","Missouri","Stone","29209","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Stone-Missouri",2014-01-01,2014,624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"1523",247,"2015-16","Suspect","2015-16"," "," ","Missouri","Barry","29009","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Barry-Missouri",2015-01-01,2015,625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-01-01,2015-01-01,NA
"1524",250,"2014-15","Suspect","2014-15"," "," ","Missouri","Oregon","29149","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Oregon-Missouri",2014-01-01,2014,626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"1525",251,"2015-16","Suspect","2015-16"," "," ","Missouri","Taney","29213","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Taney-Missouri",2015-01-01,2015,627," GC2G058","Soldier Cave",36.63633,-93.24523,2015-12-24,"Type.found_it","Trail_Rated","<p>Out with the sander_sooners crew today picking up a few hides while in the area on Christmas vacation. Headed to eastern Oklahoma this afternoon. Looks like a good place to hold up if I was a soldier back in the day. Kids had lots of fun exploring this one. Thanks for the work you put into this hide. </p>","Soldier Cave","https:/www.geocaching.com/geocache/GC2G058_soldier-cave","United States",469,19,2015-01-01,2015-01-01,NA
"1526",251,"2015-16","Suspect","2015-16"," "," ","Missouri","Taney","29213","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Taney-Missouri",2015-01-01,2015,627," GC2G058","Soldier Cave",36.63633,-93.24523,2015-12-24,"Type.found_it","Sanders_Sooners","<p>Sanders Sooners #761, 4th find of the day. <br />
Christmas Eve caching with pwsnow family on a 60 degree day.  Hiking the cliffside to the cave grabbing Earthcaches along the way.  This is an amazing location and what caching is about. <br />
Took some photos, signed log, and left favorite point. </p>","Soldier Cave","https:/www.geocaching.com/geocache/GC2G058_soldier-cave","United States",469,19,2015-01-01,2015-01-01,NA
"1527",251,"2015-16","Suspect","2015-16"," "," ","Missouri","Taney","29213","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Taney-Missouri",2015-01-01,2015,627," GC2G058","Soldier Cave",36.63633,-93.24523,2015-11-20,"Type.found_it","L Frank","<p>Denmother and I cached in Branson today. This was a nice area and cache to find. The camo blended in well. We took a few pictures which revealed the graffiti some idiot sprayed on the cave wall. Favorite point for sure.  Thanks, chuckswaggin, for placing this cache. </p>
<p>[b] [purple] L Frank and Denmother<br />
St. Louis, MO [/purple] [/b]</p>","Soldier Cave","https:/www.geocaching.com/geocache/GC2G058_soldier-cave","United States",469,19,2015-01-01,2015-01-01,NA
"1528",251,"2015-16","Suspect","2015-16"," "," ","Missouri","Taney","29213","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Taney-Missouri",2015-01-01,2015,627," GC2G058","Soldier Cave",36.63633,-93.24523,2015-11-07,"Type.found_it","flowerchild60","<p>This was such a great weekend. I brought my Mother to Branson this weekend to meet up with my brother and sister-n-law to celebrate our Mother's 90th birthday.  I had mentioned this cache and that one day I wanted to get the smiley. After I read the description to the family my brother said that he would like to go see this area. So after breakfast on Saturday we headed off for the adventure. Now neither one of us is in the best of shape but we had the confidence to get this done. The morning was a little cool so we had our jackets on. That didn't last long. After going down several sections of stairs we came to a landing that had a nice flat rock to the side. That is where we left our jackets for the rest of the trip down. We decided if they were gone oh well. On and on we went. The day was gorgeous!!! We reached a point where he saw one of the caves and he  made the comment he wished he had a flashlight, he didn't so we continued on. After a while I got my phone out and realized we had gone past GZ. I commented that it would be really funny if the cave he looked at was GZ. We turned around and started the trek back. Yep, the cave he had looked at was GZ!!! And to make the adventure even better he was the one that spotted the cache. The morning was just wonderful!!! (And our jackets were still there). We passed a young lady that told us she walks those steps 3 time a day and sometimes 6 days a week! I'm just glad I made it down those steps and back up one time. Thanks so much for the adventure! Oh, and we did explore the cave which is my kind of cave.</p>","Soldier Cave","https:/www.geocaching.com/geocache/GC2G058_soldier-cave","United States",469,19,2015-01-01,2015-01-01,NA
"1529",251,"2015-16","Suspect","2015-16"," "," ","Missouri","Taney","29213","United States",1451606400000,4070908800000,-27107481600000,-27107481600000,16,"Taney-Missouri",2015-01-01,2015,627," GC2G058","Soldier Cave",36.63633,-93.24523,2015-10-30,"Type.found_it","J'La","<p>J was about to follow gps downslope when la pointed to tangled roots near cave entrance ... Thanks la and thanks CO for the neat caches placed to reach our 400 find</p>","Soldier Cave","https:/www.geocaching.com/geocache/GC2G058_soldier-cave","United States",469,19,2015-01-01,2015-01-01,NA
