"","FID","WNS_MAP_YR","WNS_STATUS","YR_SUSPECT","YR_CONFIRM","SAMPLEDATE","STATEPROV","COUNTYNAME","FIPS","COUNTRY","suspect1","suspect2","confirm1","confirm2","smooth","county","date","year","rownumber","GC","Title","lon","lat","Date","Type","User","Log","title","url","country","numfinds","numpage","wns.map.yr","r.suspect","yr.confirm"
"772",433,"2018-19","Suspect","2018-19"," "," ","North Carolina","Rowan","37159","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Rowan-North Carolina",2018-01-01,2018,434,"GC1XQRB","Gold Hill: Anatomy of a Gold Mine",35.51112,-80.34498,2018-03-05,"Type.found_it","gbmcache","<p>I had hoped that we might actually go deep into a mine, but such was not the case. Crescent Trekkers, drharrison, and I spent a good bit of time discussing the rocks and the answers. In that none of us are geologists even the interpretation of the cache description is a reach. Would that we had Michael Jordan with us.</p>","Gold Hill: Anatomy of a Gold Mine","https://www.geocaching.com/geocache/GC1XQRB_gold-hill-anatomy-of-a-gold-mine","United States",100,4,2018-01-01,2018-01-01,NA
"773",433,"2018-19","Suspect","2018-19"," "," ","North Carolina","Rowan","37159","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Rowan-North Carolina",2018-01-01,2018,434,"GC1XQRB","Gold Hill: Anatomy of a Gold Mine",35.51112,-80.34498,2018-03-05,"Type.found_it","Crescent Trekkers","<p>I joined drharrison and gbmcache for a pleasant day of caching in the area. We targeted the cluster of earthcaches in the area and had fun, and learned much about the local geology. We worked together on the answers and will submit them individually.  </p>","Gold Hill: Anatomy of a Gold Mine","https://www.geocaching.com/geocache/GC1XQRB_gold-hill-anatomy-of-a-gold-mine","United States",100,4,2018-01-01,2018-01-01,NA
"774",433,"2018-19","Suspect","2018-19"," "," ","North Carolina","Rowan","37159","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Rowan-North Carolina",2018-01-01,2018,434,"GC1XQRB","Gold Hill: Anatomy of a Gold Mine",35.51112,-80.34498,2018-02-02,"Type.found_it","Genomac1","<p>😎Find # 6113😎<br />
6:55 PM<br />
Out getting some caches to add to2018's #'s. Email with awnsers sent. Giving Favorite Points wherever I think they are deserving.😎 <br />
Thanks Frograil for placing and maintaining This cache for all to find. Still having the time of my life.😎TFH😎.</p>","Gold Hill: Anatomy of a Gold Mine","https://www.geocaching.com/geocache/GC1XQRB_gold-hill-anatomy-of-a-gold-mine","United States",100,4,2018-01-01,2018-01-01,NA
"775",434,"2016-17","Suspect","2016-17"," "," ","Oklahoma","Sequoyah","40135","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Sequoyah-Oklahoma",2016-01-01,2016,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"776",435,"2017-18","Suspect","2017-18"," "," ","Texas","Wheeler","48483","United States",1514764800000,4070908800000,-27107481600000,-27107481600000,18,"Wheeler-Texas",2017-01-01,2017,436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,2017-01-01,NA
"777",436,"2018-19","Suspect","2018-19"," "," ","North Carolina","Montgomery","37123","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Montgomery-North Carolina",2018-01-01,2018,437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"778",437,"2018-19","Suspect","2018-19"," "," ","North Carolina","Gaston","37071","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Gaston-North Carolina",2018-01-01,2018,438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"779",438,"2017-18","Suspect","2017-18"," "," ","Oklahoma","Le Flore","40079","United States",1514764800000,4070908800000,-27107481600000,-27107481600000,18,"Le Flore-Oklahoma",2017-01-01,2017,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,2017-01-01,NA
"780",439,"2016-17","Suspect","2016-17"," ","03/02/2017","South Carolina","Greenville","45045","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Greenville-South Carolina",2016-01-01,2016,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"781",440,"2017-18","Suspect","2017-18"," "," ","South Carolina","Spartanburg","45083","United States",1514764800000,4070908800000,-27107481600000,-27107481600000,18,"Spartanburg-South Carolina",2017-01-01,2017,441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,2017-01-01,NA
"782",441,"2017-18","Suspect","2017-18"," "," ","South Carolina","Cherokee","45021","United States",1514764800000,4070908800000,-27107481600000,-27107481600000,18,"Cherokee-South Carolina",2017-01-01,2017,442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,2017-01-01,NA
"783",442,"2017-18","Suspect","2017-18"," "," ","South Carolina","York","45091","United States",1514764800000,4070908800000,-27107481600000,-27107481600000,18,"York-South Carolina",2017-01-01,2017,443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,2017-01-01,NA
"784",443,"2016-17","Suspect","2016-17"," ","03/10/2017","South Carolina","Lancaster","45057","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Lancaster-South Carolina",2016-01-01,2016,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"785",444,"2016-17","Suspect","2016-17"," ","04/04/2017","Alabama","Madison","01089","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Madison-Alabama",2016-01-01,2016,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"786",445,"2016-17","Suspect","2016-17"," ","3/7/2017","Georgia","Catoosa","13047","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Catoosa-Georgia",2016-01-01,2016,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"787",446,"2016-17","Suspect","2016-17"," ","3/14/2017","Georgia","Union","13291","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Union-Georgia",2016-01-01,2016,447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"788",447,"2016-17","Suspect","2016-17"," ","03/09/2017","South Carolina","Union","45087","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Union-South Carolina",2016-01-01,2016,448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"789",448,"2016-17","Suspect","2016-17"," ","3/29/2017","Georgia","Habersham","13137","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Habersham-Georgia",2016-01-01,2016,449,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"790",449,"2016-17","Suspect","2016-17"," ","03/16/2017","South Carolina","Laurens","45059","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Laurens-South Carolina",2016-01-01,2016,450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"791",450,"2016-17","Suspect","2016-17"," ","03/23/2017","Alabama","Blount","01009","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Blount-Alabama",2016-01-01,2016,451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"792",451,"2017-18","Suspect","2017-18"," "," ","Texas","Foard","48155","United States",1514764800000,4070908800000,-27107481600000,-27107481600000,18,"Foard-Texas",2017-01-01,2017,452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,2017-01-01,NA
"793",452,"2016-17","Suspect","2016-17"," ","2/22/2017","Mississippi","Wayne","28153","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Wayne-Mississippi",2016-01-01,2016,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"794",453,"2018-19","Suspect","2018-19"," "," ","Texas","San Saba","48411","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"San Saba-Texas",2018-01-01,2018,454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"795",454,"2018-19","Suspect","2018-19"," "," ","Texas","Sutton","48435","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Sutton-Texas",2018-01-01,2018,455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"796",455,"2017-18","Suspect","2017-18"," "," ","Texas","Blanco","48031","United States",1514764800000,4070908800000,-27107481600000,-27107481600000,18,"Blanco-Texas",2017-01-01,2017,456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,2017-01-01,NA
"797",456,"2018-19","Suspect","2018-19"," "," ","Texas","Liberty","48291","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Liberty-Texas",2018-01-01,2018,457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"798",457,"2018-19","Suspect","2018-19"," "," ","Texas","Hays","48209","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Hays-Texas",2018-01-01,2018,458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"799",458,"2018-19","Suspect","2018-19"," "," ","Texas","Val Verde","48465","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Val Verde-Texas",2018-01-01,2018,459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"800",459,"2018-19","Suspect","2018-19"," "," ","Texas","Kerr","48265","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Kerr-Texas",2018-01-01,2018,460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"801",460,"2017-18","Suspect","2017-18"," "," ","Texas","Kendall","48259","United States",1514764800000,4070908800000,-27107481600000,-27107481600000,18,"Kendall-Texas",2017-01-01,2017,461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2017-01-01,2017-01-01,NA
"802",461,"2018-19","Suspect","2018-19"," "," ","Texas","Comal","48091","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Comal-Texas",2018-01-01,2018,462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"803",462,"2018-19","Suspect","2018-19"," "," ","Texas","Bandera","48019","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Bandera-Texas",2018-01-01,2018,463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"804",463,"2018-19","Suspect","2018-19"," "," ","Texas","Bexar","48029","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Bexar-Texas",2018-01-01,2018,464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"805",464,"2018-19","Suspect","2018-19"," "," ","Texas","Victoria","48469","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Victoria-Texas",2018-01-01,2018,465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"806",465,"2018-19","Suspect","2018-19"," "," ","Texas","Frio","48163","United States",1546300800000,4070908800000,-27107481600000,-27107481600000,19,"Frio-Texas",2018-01-01,2018,466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-01-01,2018-01-01,NA
"807",466,"2016-17","Confirmed"," ","2016-17","03/03/2017","Michigan","Baraga","26013","United States",-27107481600000,-27107481600000,1483228800000,4070908800000,17,"Baraga-Michigan",2016-01-01,2016,467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,NA,2016-01-01
"808",467,"2014-15","Suspect","2014-15"," ","5/7/2015","Michigan","Emmet","26047","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Emmet-Michigan",2014-01-01,2014,468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"809",468,"2014-15","Suspect","2014-15"," ","5/27/2015","Michigan","Grand Traverse","26055","United States",1420070400000,4070908800000,-27107481600000,-27107481600000,15,"Grand Traverse-Michigan",2014-01-01,2014,469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2014-01-01,2014-01-01,NA
"810",469,"2016-17","Suspect","2016-17"," ","11/8/2016","Wisconsin","Calumet","55015","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Calumet-Wisconsin",2016-01-01,2016,470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"811",470,"2016-17","Confirmed"," ","2016-17","5/14/2017","Michigan","Lake","26085","United States",-27107481600000,-27107481600000,1483228800000,4070908800000,17,"Lake-Michigan",2016-01-01,2016,471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,NA,2016-01-01
"812",471,"2016-17","Suspect","2016-17"," ","3/7/2017","Wisconsin","Columbia","55021","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Columbia-Wisconsin",2016-01-01,2016,472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"813",472,"2016-17","Suspect","2016-17"," ","2/7/2017","Wisconsin","Washington","55131","United States",1483228800000,4070908800000,-27107481600000,-27107481600000,17,"Washington-Wisconsin",2016-01-01,2016,473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2016-01-01,2016-01-01,NA
"814",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC2CJVA","Martin’s Head Sea Cave",45.49327,-65.2084,2010-12-12,"Type.found_it","cape-dogs","<p>tftc</p>","Martins Head Sea Cave","https://www.geocaching.com/geocache/GC2CJVA_martins-head-sea-cave","Canada",36,2,2010-01-01,NA,2010-01-01
"815",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC2CJVA","Martin’s Head Sea Cave",45.49327,-65.2084,2010-12-04,"Type.found_it","Cachescammer","<p>This was an awesome spot, not so much fun getting there, the roads were horrible, thick soupy mud, from the snow last week no doubt, the truck was fish tailing the whole way, the walk through the path and the woods was nice on the way there but was pretty much raining cats and dogs on the way back. We were there about 3 hours before low tide, and that was plenty, we had tons of time to explore, My wife was cold and wet so we called our exploring short, speaking of shorts the temp was perfect for an aggressive hike up and down the mountain, Thanks for bringing us here, beautiful.    OH YA we saw a huge moose and a large owl just feet from us.</p>","Martins Head Sea Cave","https://www.geocaching.com/geocache/GC2CJVA_martins-head-sea-cave","Canada",36,2,2010-01-01,NA,2010-01-01
"816",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC2CJVA","Martin’s Head Sea Cave",45.49327,-65.2084,2010-11-27,"Type.found_it","Team-Newfie-Trio","<p>Well there was about 6 inchs of snow on the road down there, very very poor road for my lil Nissan Versa but my studded snowtires held firm.   We got hung up once, and I had to jack up the car and chop away the ice so we could continue.   Made it to the parking spot which was around 750m from the cave.   Bushwacked down to a quad trail and walked the rest of the ways.   Awesome beach and our dog had fun running free.   Cave was smaller than we expected but still very cool to see and witness the power of water first hand.</p>
<p>A very peaceful spot with just the sound of the water rolling in.  Very enjoyable trip.  Thanks.</p>","Martins Head Sea Cave","https://www.geocaching.com/geocache/GC2CJVA_martins-head-sea-cave","Canada",36,2,2010-01-01,NA,2010-01-01
"817",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC2CJVA","Martin’s Head Sea Cave",45.49327,-65.2084,2010-11-16,"Type.found_it","KD_cachers","<p>Its was great to be back out at Martin Head again. The sky was overcast when I started out and turned to rain. I was very wet by the time I got back to the car but enjoyed the day all the same. Thanks.</p>","Martins Head Sea Cave","https://www.geocaching.com/geocache/GC2CJVA_martins-head-sea-cave","Canada",36,2,2010-01-01,NA,2010-01-01
"818",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC2CJVA","Martin’s Head Sea Cave",45.49327,-65.2084,2010-08-12,"Type.found_it","Northwoods Teacher","<p>Visiting, answer discussed.</p>","Martins Head Sea Cave","https://www.geocaching.com/geocache/GC2CJVA_martins-head-sea-cave","Canada",36,2,2010-01-01,NA,2010-01-01
"819",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC2CJVA","Martin’s Head Sea Cave",45.49327,-65.2084,2010-08-02,"Type.found_it","avardmac","<p>My wife has never been to Martin's Head and as luck would have it there are a number of caches out there just waiting for me to come and discover them.  Made the trip out to catch the low tide and did a little exploring in the area.  Thanks for the great and educational caches.  </p>","Martins Head Sea Cave","https://www.geocaching.com/geocache/GC2CJVA_martins-head-sea-cave","Canada",36,2,2010-01-01,NA,2010-01-01
"820",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC2CJVA","Martin’s Head Sea Cave",45.49327,-65.2084,2010-08-01,"Type.found_it","TheRetiredHiker&SpruceGum","<p>The tide was right, so after attending a breakfast event in Sussex we headed down to Martin's Head. Always a treat to be here (even with many campers and ATV's this long weekend) we also enjoyed the new earthcaches in the area. E mail with best-guesses will be sent to cache owner, and photos added. Thank you for a reason to once again come to Martin's Head.<br />
TheRetiredHiker and SpruceGum</p>","Martins Head Sea Cave","https://www.geocaching.com/geocache/GC2CJVA_martins-head-sea-cave","Canada",36,2,2010-01-01,NA,2010-01-01
"821",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC2CJVA","Martin’s Head Sea Cave",45.49327,-65.2084,2010-07-31,"Type.publish_listing","geoawareCA","<p>Published</p>","Martins Head Sea Cave","https://www.geocaching.com/geocache/GC2CJVA_martins-head-sea-cave","Canada",36,2,2010-01-01,NA,2010-01-01
"822",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-10-24,"Type.found_it","mkleggs","<p>This was one of 7 we found this morning while in the area hiding our first multi-cache.  Thanks for taking us to this cave, very impressive.  The cache tool us about 10 minutes, so many leaves were down making it a little harder until we saw something that wasn't like the others and voila, there it was, nice hide.</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"823",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-10-09,"Type.found_it","cunningham1720","<p>2 of 4 today. good hide.</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"824",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-09-13,"Type.found_it","Wreks","<p>Found with SunShineFace, went caving first. </p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"825",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-09-06,"Type.found_it","True North","<p>First of eight caches found today while out caching with Herb the Canuck and our kids.  Enjoyed the trails and the cave!  No sign of the TB.</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"826",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-08-13,"Type.found_it","Herb the Canuck","<p>Found this one today...sweet cave, my kids loved it! I was looking for the TB, but didn't see it!</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"827",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-08-12,"Type.found_it","GEOAJI","<p>Nice evening for caching, 1 of 4.  Nice spot, thank you!</p>
<p>Signed log, left signature items.</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"828",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-08-07,"Type.found_it","Thelawtman","<p>Nice cave wanted to explore but it was getitng dark.</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"829",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-07-20,"Type.found_it","Vexidus","<p>The first of five caches I found today. Really nice trail from the road, I enjoyed walking it. Interesting cave here, although I didn't actually go down into it, lol. I just quietly observed it and then headed off to find the cache. Took me a few minutes to find simply because I was &quot;overthinking&quot; it. I tend to look for more obscure hiding places when in reality, they are usually straight-forward!</p>
<p>The cache inside was a little damp, but the items and log book were in okay condition. I signed the log, took rattle, left photo and camping whistle! TFTC!</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"830",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-05-04,"Type.found_it","Longerrifle","<p>Found 05/03/10. Signed log book but did not trade anything, TFTC.</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"831",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-04-25,"Type.found_it","Lil Boo","<p>Found this with my Daddy, jdcb.  He took a good picture of me, I'll get him to post it on here.  thanks for the cache.</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"832",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-04-25,"Type.found_it","jdcb","<p>Grabbed LilBoo and went caching.  She loved the cave, but didn't want to go too close to it.</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"833",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-04-16,"Type.found_it","dhoward","<p>TFTC   Doug</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"834",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-04-05,"Type.found_it","ingallsn","<p>What a delightful cache.<br />
We found the cache and explored the cave again.</p>
<p>Cheers</p>
<p>Ingallsn</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
"835",473,"2010-11","Confirmed"," ","2010-11"," ","New Brunswick","Saint John County"," ","Canada",-27107481600000,-27107481600000,1.29384e+12,4070908800000,11,"Saint John-New Brunswick",2010-01-01,2010,474,"GC7FE1","Happy Spelunking at Howe's Cave",45.30225,-66.06755,2010-04-02,"Type.found_it","MarksMan1","<p>Me,Gunner's Cache,The Cache Crow and Seeker96 we went to Saint John for the day we got 81 caches and 6 unique icons! TFTC</p>","Happy Spelunking at Howe's Cave","https://www.geocaching.com/geocache/GC7FE1_happy-spelunking-at-howes-cave","Canada",200,8,2010-01-01,NA,2010-01-01
