"","STATION","DATE","LATITUDE","LONGITUDE","NAME","MIN"
"734","99999994084","2007-01-01","48.9676","-102.1702","NORTHGATE 5 ESE, ND US","  -7.1"
"735","99999994085","2007-01-01","44.0194","-100.353","PIERRE 24 S, SD US","  16.5"
"736","A0000253928","2007-01-01","30.21889","-96.37417","BRENHAM MUNICIPAL AIRPORT, TX US","  35.6"
"737","A0000363844","2007-01-01","35.2225","-83.41917","MACON CO AIRPORT, NC US","  42.8"
"738","A0000453929","2007-01-01","34.14694","-97.1225","ARDMORE DOWNTOWN AIRPORT, OK US","  35.6"
"739","A0000812978","2007-01-01","29.90778","-96.95","FAYETTE REGIONAL AIR CENTER AIRPORT, TX US","  37.4"
"740","A0000953862","2007-01-01","30.07194","-83.57361","PERRY FOLEY AIRPORT, FL US","  59.0"
"741","A0001363847","2007-01-01","34.47389","-85.72139","FORT PAYNE ISBELL FIELD, AL US","  42.8"
"742","A0001704868","2007-01-01","41.01917","-89.38639","LACON MARSHALL CO AIRPORT, IL US","  30.2"
"743","A0001953969","2007-01-01","34.22556","-99.28389","VERNON WILBARGER CO AIRPORT, TX US","  30.2"
"744","A0002163884","2007-01-01","37.60056","-81.55917","PINEVILLE KEE FIELD AIRPORT, WV US","  41.0"
"745","A0003103725","2007-01-01","38.99417","-79.14417","PETERSBURG GRANT CO AIRPORT, WV US","  46.4"
